t,hand,raw_x,raw_y,x,y,pinch_ratio,pinched,vision_ms,latency_ms,filter,anchor,mode,cam_x,cam_y,sensitivity
218155.8363,0,381.26,5.99,381.26,5.99,,0,9.83,142.10,1,palm,direct,-1.0000,-1.0000,high
218155.8696,0,381.26,5.99,381.26,5.99,,0,14.89,148.41,1,palm,direct,-1.0000,-1.0000,high
218155.9030,0,381.26,5.99,381.26,5.99,,0,15.35,148.79,1,palm,direct,-1.0000,-1.0000,high
218155.9363,0,381.26,5.99,381.26,5.99,,0,16.55,148.86,1,palm,direct,-1.0000,-1.0000,high
218155.9697,0,381.26,5.99,381.26,5.99,,0,23.73,159.15,1,palm,direct,-1.0000,-1.0000,high
218156.0030,0,381.26,5.99,381.26,5.99,,0,15.03,149.09,1,palm,direct,-1.0000,-1.0000,high
218156.0364,0,381.26,5.99,381.26,5.99,,0,14.21,150.54,1,palm,direct,-1.0000,-1.0000,high
218156.0697,0,381.26,5.99,381.26,5.99,,0,13.85,152.24,1,palm,direct,-1.0000,-1.0000,high
218156.1031,0,381.26,5.99,381.26,5.99,,0,22.06,151.26,1,palm,direct,-1.0000,-1.0000,high
218156.1364,0,381.26,5.99,381.26,5.99,,0,21.23,152.78,1,palm,direct,-1.0000,-1.0000,high
218156.1698,0,381.26,5.99,381.26,5.99,,0,17.65,146.29,1,palm,direct,-1.0000,-1.0000,high
218156.2031,0,381.26,5.99,381.26,5.99,,0,12.44,142.39,1,palm,direct,-1.0000,-1.0000,high
218156.2365,0,381.26,5.99,381.26,5.99,,0,15.57,140.01,1,palm,direct,-1.0000,-1.0000,high
218156.2698,0,381.26,5.99,381.26,5.99,,0,9.44,138.44,1,palm,direct,-1.0000,-1.0000,high
218156.3032,0,381.26,5.99,381.26,5.99,,0,18.00,143.15,1,palm,direct,-1.0000,-1.0000,high
218156.3365,0,381.26,5.99,381.26,5.99,,0,25.41,153.01,1,palm,direct,-1.0000,-1.0000,high
218156.3699,0,381.26,5.99,381.26,5.99,,0,17.03,145.22,1,palm,direct,-1.0000,-1.0000,high
218156.4032,0,381.26,5.99,381.26,5.99,,0,26.37,153.32,1,palm,direct,-1.0000,-1.0000,high
218156.4366,0,381.26,5.99,381.26,5.99,,0,14.64,142.89,1,palm,direct,-1.0000,-1.0000,high
218156.4699,0,381.26,5.99,381.26,5.99,,0,15.08,145.34,1,palm,direct,-1.0000,-1.0000,high
218156.5033,0,381.26,5.99,381.26,5.99,,0,26.02,150.97,1,palm,direct,-1.0000,-1.0000,high
218156.5366,0,381.26,5.99,381.26,5.99,,0,17.17,151.56,1,palm,direct,-1.0000,-1.0000,high
218156.5700,0,381.26,5.99,381.26,5.99,,0,12.50,143.33,1,palm,direct,-1.0000,-1.0000,high
218156.6033,0,381.26,5.99,381.26,5.99,,0,12.92,147.48,1,palm,direct,-1.0000,-1.0000,high
218156.6367,0,381.26,5.99,381.26,5.99,,0,19.43,150.11,1,palm,direct,-1.0000,-1.0000,high
218156.6700,0,381.26,5.99,381.26,5.99,,0,14.38,148.47,1,palm,direct,-1.0000,-1.0000,high
218156.7034,0,381.26,5.99,381.26,5.99,,0,37.53,170.12,1,palm,direct,-1.0000,-1.0000,high
218156.7367,0,381.26,5.99,381.26,5.99,,0,13.75,150.83,1,palm,direct,-1.0000,-1.0000,high
218156.7701,0,381.26,5.99,381.26,5.99,,0,18.91,153.39,1,palm,direct,-1.0000,-1.0000,high
218156.8034,0,381.26,5.99,381.26,5.99,,0,15.35,151.21,1,palm,direct,-1.0000,-1.0000,high
218156.8368,0,381.26,5.99,381.26,5.99,,0,17.09,153.60,1,palm,direct,-1.0000,-1.0000,high
218156.8701,0,381.26,5.99,381.26,5.99,,0,9.61,141.99,1,palm,direct,-1.0000,-1.0000,high
218156.9035,0,381.26,5.99,381.26,5.99,,0,17.73,154.01,1,palm,direct,-1.0000,-1.0000,high
218156.9368,0,381.26,5.99,381.26,5.99,,0,18.71,154.17,1,palm,direct,-1.0000,-1.0000,high
218156.9702,0,381.26,5.99,381.26,5.99,,0,17.45,156.73,1,palm,direct,-1.0000,-1.0000,high
218157.0035,0,381.26,5.99,381.26,5.99,,0,35.77,177.07,1,palm,direct,-1.0000,-1.0000,high
218157.0369,0,381.26,5.99,381.26,5.99,,0,12.11,156.11,1,palm,direct,-1.0000,-1.0000,high
218157.0702,0,381.26,5.99,381.26,5.99,,0,14.00,148.65,1,palm,direct,-1.0000,-1.0000,high
218157.1036,0,381.26,5.99,381.26,5.99,,0,14.37,148.80,1,palm,direct,-1.0000,-1.0000,high
218157.1369,0,381.26,5.99,381.26,5.99,,0,15.62,150.26,1,palm,direct,-1.0000,-1.0000,high
218157.1703,0,381.26,5.99,381.26,5.99,,0,34.85,170.15,1,palm,direct,-1.0000,-1.0000,high
218157.2036,0,381.26,5.99,381.26,5.99,,0,8.62,146.00,1,palm,direct,-1.0000,-1.0000,high
218157.2370,0,381.26,5.99,381.26,5.99,,0,16.35,145.67,1,palm,direct,-1.0000,-1.0000,high
218157.2703,0,381.26,5.99,381.26,5.99,,0,40.56,176.69,1,palm,direct,-1.0000,-1.0000,high
218157.3037,0,381.26,5.99,381.26,5.99,,0,13.94,157.63,1,palm,direct,-1.0000,-1.0000,high
218157.3370,0,381.26,5.99,381.26,5.99,,0,10.57,140.34,1,palm,direct,-1.0000,-1.0000,high
218157.3704,0,381.26,5.99,381.26,5.99,,0,14.86,145.54,1,palm,direct,-1.0000,-1.0000,high
218157.4037,0,381.26,5.99,381.26,5.99,,0,28.39,155.45,1,palm,direct,-1.0000,-1.0000,high
218157.4371,0,381.26,5.99,381.26,5.99,,0,17.87,145.40,1,palm,direct,-1.0000,-1.0000,high
218157.4704,0,381.26,5.99,381.26,5.99,,0,20.46,149.20,1,palm,direct,-1.0000,-1.0000,high
218157.5038,0,381.26,5.99,381.26,5.99,,0,18.65,146.54,1,palm,direct,-1.0000,-1.0000,high
218157.5371,0,381.26,5.99,381.26,5.99,,0,21.86,153.43,1,palm,direct,-1.0000,-1.0000,high
218157.5705,0,381.26,5.99,381.26,5.99,,0,19.19,147.61,1,palm,direct,-1.0000,-1.0000,high
218157.6038,0,381.26,5.99,381.26,5.99,,0,22.91,153.54,1,palm,direct,-1.0000,-1.0000,high
218157.6372,0,381.26,5.99,381.26,5.99,,0,16.04,146.40,1,palm,direct,-1.0000,-1.0000,high
218157.6705,0,381.26,5.99,381.26,5.99,,0,13.11,150.08,1,palm,direct,-1.0000,-1.0000,high
218157.7039,0,381.26,5.99,381.26,5.99,,0,23.86,157.13,1,palm,direct,-1.0000,-1.0000,high
218157.7372,0,381.26,5.99,381.26,5.99,,0,14.03,147.26,1,palm,direct,-1.0000,-1.0000,high
218157.7706,0,381.26,5.99,381.26,5.99,,0,13.98,150.97,1,palm,direct,-1.0000,-1.0000,high
218157.8039,0,381.26,5.99,381.26,5.99,,0,13.79,148.07,1,palm,direct,-1.0000,-1.0000,high
218157.8373,0,381.26,5.99,381.26,5.99,,0,14.74,152.02,1,palm,direct,-1.0000,-1.0000,high
218157.8706,0,381.26,5.99,381.26,5.99,,0,16.46,151.77,1,palm,direct,-1.0000,-1.0000,high
218157.9040,0,381.26,5.99,381.26,5.99,,0,12.26,150.60,1,palm,direct,-1.0000,-1.0000,high
218157.9373,0,381.26,5.99,381.26,5.99,,0,17.91,150.23,1,palm,direct,-1.0000,-1.0000,high
218157.9707,0,381.26,5.99,381.26,5.99,,0,13.21,149.41,1,palm,direct,-1.0000,-1.0000,high
218158.0040,0,381.26,5.99,381.26,5.99,,0,19.78,151.95,1,palm,direct,-1.0000,-1.0000,high
218158.0374,0,381.26,5.99,381.26,5.99,,0,12.93,147.78,1,palm,direct,-1.0000,-1.0000,high
218158.0707,0,381.26,5.99,381.26,5.99,,0,19.88,149.65,1,palm,direct,-1.0000,-1.0000,high
218158.1041,0,381.26,5.99,381.26,5.99,,0,41.57,172.51,1,palm,direct,-1.0000,-1.0000,high
218158.1374,0,381.26,5.99,381.26,5.99,,0,9.47,148.97,1,palm,direct,-1.0000,-1.0000,high
218158.1708,0,381.26,5.99,381.26,5.99,,0,12.79,142.43,1,palm,direct,-1.0000,-1.0000,high
218158.2041,0,381.26,5.99,381.26,5.99,,0,21.97,159.24,1,palm,direct,-1.0000,-1.0000,high
218158.2375,0,381.26,5.99,381.26,5.99,,0,10.88,142.66,1,palm,direct,-1.0000,-1.0000,high
218158.2708,0,381.26,5.99,381.26,5.99,,0,13.35,148.59,1,palm,direct,-1.0000,-1.0000,high
218158.3042,0,381.26,5.99,381.26,5.99,,0,39.11,173.47,1,palm,direct,-1.0000,-1.0000,high
218158.3375,0,381.26,5.99,381.26,5.99,,0,13.22,153.87,1,palm,direct,-1.0000,-1.0000,high
218158.3709,0,381.26,5.99,381.26,5.99,,0,18.73,152.09,1,palm,direct,-1.0000,-1.0000,high
218158.4042,0,381.26,5.99,381.26,5.99,,0,14.91,151.62,1,palm,direct,-1.0000,-1.0000,high
218158.4376,0,381.26,5.99,381.26,5.99,,0,13.72,147.82,1,palm,direct,-1.0000,-1.0000,high
218158.4709,0,381.26,5.99,381.26,5.99,,0,17.91,155.27,1,palm,direct,-1.0000,-1.0000,high
218158.5043,0,381.26,5.99,381.26,5.99,,0,35.43,172.11,1,palm,direct,-1.0000,-1.0000,high
218158.5376,0,381.26,5.99,381.26,5.99,,0,15.43,154.43,1,palm,direct,-1.0000,-1.0000,high
218158.5710,0,381.26,5.99,381.26,5.99,,0,14.49,152.63,1,palm,direct,-1.0000,-1.0000,high
218158.6043,0,381.26,5.99,381.26,5.99,,0,39.54,177.92,1,palm,direct,-1.0000,-1.0000,high
218158.6377,0,381.26,5.99,381.26,5.99,,0,12.67,157.62,1,palm,direct,-1.0000,-1.0000,high
218158.6710,0,381.26,5.99,381.26,5.99,,0,11.36,149.83,1,palm,direct,-1.0000,-1.0000,high
218158.7044,0,381.26,5.99,381.26,5.99,,0,13.05,155.37,1,palm,direct,-1.0000,-1.0000,high
218158.7377,0,381.26,5.99,381.26,5.99,,0,9.13,149.36,1,palm,direct,-1.0000,-1.0000,high
218158.7711,0,381.26,5.99,381.26,5.99,,0,26.65,169.84,1,palm,direct,-1.0000,-1.0000,high
218158.8044,0,381.26,5.99,381.26,5.99,,0,37.60,182.40,1,palm,direct,-1.0000,-1.0000,high
218158.8378,0,381.26,5.99,381.26,5.99,,0,25.97,175.26,1,palm,direct,-1.0000,-1.0000,high
218158.8711,0,381.26,5.99,381.26,5.99,,0,24.48,166.69,1,palm,direct,-1.0000,-1.0000,high
218158.9045,0,381.26,5.99,381.26,5.99,,0,10.15,147.29,1,palm,direct,-1.0000,-1.0000,high
218158.9378,0,381.26,5.99,381.26,5.99,,0,15.47,155.08,1,palm,direct,-1.0000,-1.0000,high
218158.9712,0,381.26,5.99,381.26,5.99,,0,22.17,156.69,1,palm,direct,-1.0000,-1.0000,high
218159.0045,0,381.26,5.99,381.26,5.99,,0,31.83,170.11,1,palm,direct,-1.0000,-1.0000,high
218159.0379,0,381.26,5.99,381.26,5.99,,0,9.96,146.89,1,palm,direct,-1.0000,-1.0000,high
218159.0712,0,381.26,5.99,381.26,5.99,,0,14.80,152.06,1,palm,direct,-1.0000,-1.0000,high
218159.1046,0,381.26,5.99,381.26,5.99,,0,8.26,145.20,1,palm,direct,-1.0000,-1.0000,high
218159.1379,0,381.26,5.99,381.26,5.99,,0,14.69,147.65,1,palm,direct,-1.0000,-1.0000,high
218159.1713,0,381.26,5.99,381.26,5.99,,0,19.39,153.92,1,palm,direct,-1.0000,-1.0000,high
218159.2046,0,381.26,5.99,381.26,5.99,,0,11.24,144.92,1,palm,direct,-1.0000,-1.0000,high
218159.2380,0,381.26,5.99,381.26,5.99,,0,16.04,150.63,1,palm,direct,-1.0000,-1.0000,high
218159.2713,0,381.26,5.99,381.26,5.99,,0,15.28,149.92,1,palm,direct,-1.0000,-1.0000,high
218159.3047,0,381.26,5.99,381.26,5.99,,0,15.04,146.59,1,palm,direct,-1.0000,-1.0000,high
218159.3380,0,381.26,5.99,381.26,5.99,,0,8.06,141.85,1,palm,direct,-1.0000,-1.0000,high
218159.3714,0,381.26,5.99,381.26,5.99,,0,13.50,150.58,1,palm,direct,-1.0000,-1.0000,high
218159.4047,0,381.26,5.99,381.26,5.99,,0,23.42,154.91,1,palm,direct,-1.0000,-1.0000,high
218159.4381,0,381.26,5.99,381.26,5.99,,0,20.31,151.77,1,palm,direct,-1.0000,-1.0000,high
218159.4714,0,381.26,5.99,381.26,5.99,,0,20.12,150.85,1,palm,direct,-1.0000,-1.0000,high
218159.5048,0,381.26,5.99,381.26,5.99,,0,13.68,147.13,1,palm,direct,-1.0000,-1.0000,high
218159.5381,0,381.26,5.99,381.26,5.99,,0,20.05,152.25,1,palm,direct,-1.0000,-1.0000,high
218159.5715,0,381.26,5.99,381.26,5.99,,0,35.45,170.88,1,palm,direct,-1.0000,-1.0000,high
218159.6048,0,381.26,5.99,381.26,5.99,,0,12.81,150.66,1,palm,direct,-1.0000,-1.0000,high
218159.6382,0,381.26,5.99,381.26,5.99,,0,18.47,152.94,1,palm,direct,-1.0000,-1.0000,high
218159.6715,0,381.26,5.99,381.26,5.99,,0,16.08,147.47,1,palm,direct,-1.0000,-1.0000,high
218159.7049,0,381.26,5.99,381.26,5.99,,0,16.17,152.72,1,palm,direct,-1.0000,-1.0000,high
218159.7382,0,381.26,5.99,381.26,5.99,,0,26.84,155.99,1,palm,direct,-1.0000,-1.0000,high
218159.7716,0,381.26,5.99,381.26,5.99,,0,12.70,140.88,1,palm,direct,-1.0000,-1.0000,high
218159.8049,0,381.26,5.99,381.26,5.99,,0,17.11,146.33,1,palm,direct,-1.0000,-1.0000,high
218159.8383,0,381.26,5.99,381.26,5.99,,0,14.65,143.79,1,palm,direct,-1.0000,-1.0000,high
218159.8716,0,381.26,5.99,381.26,5.99,,0,9.74,140.12,1,palm,direct,-1.0000,-1.0000,high
218159.9050,0,381.26,5.99,381.26,5.99,,0,12.36,142.37,1,palm,direct,-1.0000,-1.0000,high
218159.9383,0,381.26,5.99,381.26,5.99,,0,16.29,149.60,1,palm,direct,-1.0000,-1.0000,high
218159.9717,0,381.26,5.99,381.26,5.99,,0,28.06,155.35,1,palm,direct,-1.0000,-1.0000,high
218160.0050,0,381.26,5.99,381.26,5.99,,0,23.91,154.94,1,palm,direct,-1.0000,-1.0000,high
218160.0384,0,381.26,5.99,381.26,5.99,,0,21.48,150.40,1,palm,direct,-1.0000,-1.0000,high
218160.0717,0,381.26,5.99,381.26,5.99,,0,13.41,144.27,1,palm,direct,-1.0000,-1.0000,high
218160.1051,0,381.26,5.99,381.26,5.99,,0,14.51,144.04,1,palm,direct,-1.0000,-1.0000,high
218160.1384,0,381.26,5.99,381.26,5.99,,0,20.48,149.33,1,palm,direct,-1.0000,-1.0000,high
218160.1718,0,381.26,5.99,381.26,5.99,,0,24.31,155.06,1,palm,direct,-1.0000,-1.0000,high
218160.2051,0,381.26,5.99,381.26,5.99,,0,17.70,143.89,1,palm,direct,-1.0000,-1.0000,high
218160.2385,0,381.26,5.99,381.26,5.99,,0,15.00,143.16,1,palm,direct,-1.0000,-1.0000,high
218160.2718,0,381.26,5.99,381.26,5.99,,0,20.69,147.24,1,palm,direct,-1.0000,-1.0000,high
218160.3052,0,381.26,5.99,381.26,5.99,,0,23.32,149.78,1,palm,direct,-1.0000,-1.0000,high
218160.3385,0,381.26,5.99,381.26,5.99,,0,21.88,149.51,1,palm,direct,-1.0000,-1.0000,high
218160.3719,0,381.26,5.99,381.26,5.99,,0,21.52,146.49,1,palm,direct,-1.0000,-1.0000,high
218160.4052,0,381.26,5.99,381.26,5.99,,0,18.37,147.10,1,palm,direct,-1.0000,-1.0000,high
218160.4386,0,381.26,5.99,381.26,5.99,,0,18.64,145.02,1,palm,direct,-1.0000,-1.0000,high
218160.4719,0,381.26,5.99,381.26,5.99,,0,15.71,144.54,1,palm,direct,-1.0000,-1.0000,high
218160.5053,0,381.26,5.99,381.26,5.99,,0,22.77,149.23,1,palm,direct,-1.0000,-1.0000,high
218160.5386,0,381.26,5.99,381.26,5.99,,0,20.63,150.83,1,palm,direct,-1.0000,-1.0000,high
218160.5720,0,381.26,5.99,381.26,5.99,,0,24.37,151.59,1,palm,direct,-1.0000,-1.0000,high
218160.6053,0,381.26,5.99,381.26,5.99,,0,19.09,146.70,1,palm,direct,-1.0000,-1.0000,high
218160.6387,0,381.26,5.99,381.26,5.99,,0,10.94,139.23,1,palm,direct,-1.0000,-1.0000,high
218160.6720,0,381.26,5.99,381.26,5.99,,0,23.61,152.09,1,palm,direct,-1.0000,-1.0000,high
218160.7054,0,381.26,5.99,381.26,5.99,,0,27.29,155.87,1,palm,direct,-1.0000,-1.0000,high
218160.7387,0,381.26,5.99,381.26,5.99,,0,25.04,153.47,1,palm,direct,-1.0000,-1.0000,high
218160.7721,0,381.26,5.99,381.26,5.99,,0,20.43,151.31,1,palm,direct,-1.0000,-1.0000,high
218160.8054,0,381.26,5.99,381.26,5.99,,0,30.46,168.81,1,palm,direct,-1.0000,-1.0000,high
218160.8388,0,381.26,5.99,381.26,5.99,,0,12.90,148.66,1,palm,direct,-1.0000,-1.0000,high
218160.8721,0,381.26,5.99,381.26,5.99,,0,13.82,143.64,1,palm,direct,-1.0000,-1.0000,high
218160.9055,0,381.26,5.99,381.26,5.99,,0,17.85,150.92,1,palm,direct,-1.0000,-1.0000,high
218160.9388,0,381.26,5.99,381.26,5.99,,0,20.32,146.78,1,palm,direct,-1.0000,-1.0000,high
218160.9722,0,381.26,5.99,381.26,5.99,,0,50.18,184.02,1,palm,direct,-1.0000,-1.0000,high
218161.0055,0,381.26,5.99,381.26,5.99,,0,9.26,160.33,1,palm,direct,-1.0000,-1.0000,high
218161.0389,0,381.26,5.99,381.26,5.99,,0,12.54,145.78,1,palm,direct,-1.0000,-1.0000,high
218161.0722,0,381.26,5.99,381.26,5.99,,0,14.34,147.95,1,palm,direct,-1.0000,-1.0000,high
218161.1056,0,381.26,5.99,381.26,5.99,,0,43.21,177.53,1,palm,direct,-1.0000,-1.0000,high
218161.1389,0,381.26,5.99,381.26,5.99,,0,14.58,159.15,1,palm,direct,-1.0000,-1.0000,high
218161.1723,0,381.26,5.99,381.26,5.99,,0,11.98,144.86,1,palm,direct,-1.0000,-1.0000,high
218161.2056,0,381.26,5.99,381.26,5.99,,0,20.25,151.82,1,palm,direct,-1.0000,-1.0000,high
218161.2390,0,381.26,5.99,381.26,5.99,,0,15.00,148.62,1,palm,direct,-1.0000,-1.0000,high
218161.2723,0,381.26,5.99,381.26,5.99,,0,14.38,147.79,1,palm,direct,-1.0000,-1.0000,high
218161.3057,0,381.26,5.99,381.26,5.99,,0,20.33,157.58,1,palm,direct,-1.0000,-1.0000,high
218161.3390,0,381.26,5.99,381.26,5.99,,0,24.13,154.68,1,palm,direct,-1.0000,-1.0000,high
218161.3724,0,381.26,5.99,381.26,5.99,,0,17.60,150.16,1,palm,direct,-1.0000,-1.0000,high
218161.4057,0,381.26,5.99,381.26,5.99,,0,12.43,143.48,1,palm,direct,-1.0000,-1.0000,high
218161.4391,0,381.26,5.99,381.26,5.99,,0,13.01,143.11,1,palm,direct,-1.0000,-1.0000,high
218161.4724,0,381.26,5.99,381.26,5.99,,0,14.65,148.16,1,palm,direct,-1.0000,-1.0000,high
218161.5058,0,381.26,5.99,381.26,5.99,,0,23.53,155.30,1,palm,direct,-1.0000,-1.0000,high
218161.5391,0,381.26,5.99,381.26,5.99,,0,13.23,148.39,1,palm,direct,-1.0000,-1.0000,high
218161.5725,0,381.26,5.99,381.26,5.99,,0,18.05,151.16,1,palm,direct,-1.0000,-1.0000,high
218161.6058,0,381.26,5.99,381.26,5.99,,0,21.16,156.45,1,palm,direct,-1.0000,-1.0000,high
218161.6392,0,381.26,5.99,381.26,5.99,,0,10.74,143.33,1,palm,direct,-1.0000,-1.0000,high
218161.6725,0,381.26,5.99,381.26,5.99,,0,20.11,154.33,1,palm,direct,-1.0000,-1.0000,high
218161.7059,0,381.26,5.99,381.26,5.99,,0,16.25,149.82,1,palm,direct,-1.0000,-1.0000,high
218161.7392,0,381.26,5.99,381.26,5.99,,0,9.38,146.38,1,palm,direct,-1.0000,-1.0000,high
218161.7726,0,381.26,5.99,381.26,5.99,,0,9.91,145.64,1,palm,direct,-1.0000,-1.0000,high
218161.8059,0,381.26,5.99,381.26,5.99,,0,7.54,151.74,1,palm,direct,-1.0000,-1.0000,high
218161.8393,0,381.26,5.99,381.26,5.99,,0,13.81,148.66,1,palm,direct,-1.0000,-1.0000,high
218161.8726,0,381.26,5.99,381.26,5.99,,0,10.87,144.22,1,palm,direct,-1.0000,-1.0000,high
218161.9060,0,381.26,5.99,381.26,5.99,,0,16.52,153.32,1,palm,direct,-1.0000,-1.0000,high
218161.9393,0,381.26,5.99,381.26,5.99,,0,19.32,153.10,1,palm,direct,-1.0000,-1.0000,high
218161.9727,0,381.26,5.99,381.26,5.99,,0,18.18,155.70,1,palm,direct,-1.0000,-1.0000,high
218162.0060,0,381.26,5.99,381.26,5.99,,0,13.01,148.12,1,palm,direct,-1.0000,-1.0000,high
218162.0394,0,381.26,5.99,381.26,5.99,,0,14.74,148.69,1,palm,direct,-1.0000,-1.0000,high
218162.0727,0,381.26,5.99,381.26,5.99,,0,11.27,144.34,1,palm,direct,-1.0000,-1.0000,high
218162.1061,0,381.26,5.99,381.26,5.99,,0,10.90,147.20,1,palm,direct,-1.0000,-1.0000,high
218162.1394,0,381.26,5.99,381.26,5.99,,0,22.97,155.98,1,palm,direct,-1.0000,-1.0000,high
218162.1728,0,381.26,5.99,381.26,5.99,,0,8.30,144.51,1,palm,direct,-1.0000,-1.0000,high
218162.2061,0,381.26,5.99,381.26,5.99,,0,10.17,140.29,1,palm,direct,-1.0000,-1.0000,high
218162.2395,0,381.26,5.99,381.26,5.99,,0,8.89,142.02,1,palm,direct,-1.0000,-1.0000,high
218162.2728,0,381.26,5.99,381.26,5.99,,0,22.73,154.74,1,palm,direct,-1.0000,-1.0000,high
218162.3062,0,381.26,5.99,381.26,5.99,,0,13.21,147.04,1,palm,direct,-1.0000,-1.0000,high
218162.3395,0,381.26,5.99,381.26,5.99,,0,18.85,152.01,1,palm,direct,-1.0000,-1.0000,high
218162.3729,0,381.26,5.99,381.26,5.99,,0,14.73,147.70,1,palm,direct,-1.0000,-1.0000,high
218162.4062,0,381.26,5.99,381.26,5.99,,0,18.71,153.65,1,palm,direct,-1.0000,-1.0000,high
218162.4396,0,381.26,5.99,381.26,5.99,,0,29.95,174.44,1,palm,direct,-1.0000,-1.0000,high
218162.4729,0,381.26,5.99,381.26,5.99,,0,9.86,151.32,1,palm,direct,-1.0000,-1.0000,high
218162.5063,0,381.26,5.99,381.26,5.99,,0,19.49,152.51,1,palm,direct,-1.0000,-1.0000,high
218162.5396,0,381.26,5.99,381.26,5.99,,0,19.26,147.22,1,palm,direct,-1.0000,-1.0000,high
218162.5730,0,381.26,5.99,381.26,5.99,,0,14.92,146.62,1,palm,direct,-1.0000,-1.0000,high
218162.6063,0,381.26,5.99,381.26,5.99,,0,18.79,149.48,1,palm,direct,-1.0000,-1.0000,high
218162.6397,0,381.26,5.99,381.26,5.99,,0,12.65,146.69,1,palm,direct,-1.0000,-1.0000,high
218162.6730,0,381.26,5.99,381.26,5.99,,0,11.53,141.47,1,palm,direct,-1.0000,-1.0000,high
218162.7064,0,381.26,5.99,381.26,5.99,,0,11.94,148.18,1,palm,direct,-1.0000,-1.0000,high
218162.7397,0,381.26,5.99,381.26,5.99,,0,20.95,151.12,1,palm,direct,-1.0000,-1.0000,high
218162.7731,0,381.26,5.99,381.26,5.99,,0,21.67,151.56,1,palm,direct,-1.0000,-1.0000,high
218162.8064,0,381.26,5.99,381.26,5.99,,0,41.46,175.42,1,palm,direct,-1.0000,-1.0000,high
218162.8398,0,381.26,5.99,381.26,5.99,,0,14.00,156.36,1,palm,direct,-1.0000,-1.0000,high
218162.8731,0,381.26,5.99,381.26,5.99,,0,13.10,144.87,1,palm,direct,-1.0000,-1.0000,high
218162.9065,0,381.26,5.99,381.26,5.99,,0,14.10,146.60,1,palm,direct,-1.0000,-1.0000,high
218162.9398,0,381.26,5.99,381.26,5.99,,0,16.29,148.07,1,palm,direct,-1.0000,-1.0000,high
218162.9732,0,381.26,5.99,381.26,5.99,,0,14.20,148.49,1,palm,direct,-1.0000,-1.0000,high
218163.0065,0,381.26,5.99,381.26,5.99,,0,20.13,156.90,1,palm,direct,-1.0000,-1.0000,high
218163.0399,0,381.26,5.99,381.26,5.99,,0,19.28,153.85,1,palm,direct,-1.0000,-1.0000,high
218163.0732,0,381.26,5.99,381.26,5.99,,0,31.01,179.45,1,palm,direct,-1.0000,-1.0000,high
218163.1066,0,381.26,5.99,381.26,5.99,,0,12.48,158.97,1,palm,direct,-1.0000,-1.0000,high
218163.1399,0,381.26,5.99,381.26,5.99,,0,33.97,171.90,1,palm,direct,-1.0000,-1.0000,high
218163.1733,0,381.26,5.99,381.26,5.99,,0,11.44,150.21,1,palm,direct,-1.0000,-1.0000,high
218163.2066,0,381.26,5.99,381.26,5.99,,0,16.91,154.86,1,palm,direct,-1.0000,-1.0000,high
218163.2400,0,381.26,5.99,381.26,5.99,,0,13.81,148.58,1,palm,direct,-1.0000,-1.0000,high
218163.2733,0,381.26,5.99,381.26,5.99,,0,31.72,172.96,1,palm,direct,-1.0000,-1.0000,high
218163.3067,0,381.26,5.99,381.26,5.99,,0,12.36,152.23,1,palm,direct,-1.0000,-1.0000,high
218163.3400,0,381.26,5.99,381.26,5.99,,0,34.87,177.99,1,palm,direct,-1.0000,-1.0000,high
218163.3734,0,381.26,5.99,381.26,5.99,,0,29.86,175.71,1,palm,direct,-1.0000,-1.0000,high
218163.4067,0,381.26,5.99,381.26,5.99,,0,11.11,153.79,1,palm,direct,-1.0000,-1.0000,high
218163.4401,0,381.26,5.99,381.26,5.99,,0,13.90,154.06,1,palm,direct,-1.0000,-1.0000,high
218163.4734,0,381.26,5.99,381.26,5.99,,0,16.95,153.40,1,palm,direct,-1.0000,-1.0000,high
218163.5068,0,381.26,5.99,381.26,5.99,,0,14.46,154.26,1,palm,direct,-1.0000,-1.0000,high
218163.5401,0,381.26,5.99,381.26,5.99,,0,13.49,150.26,1,palm,direct,-1.0000,-1.0000,high
218163.5735,0,381.26,5.99,381.26,5.99,,0,43.37,183.46,1,palm,direct,-1.0000,-1.0000,high
218163.6068,0,381.26,5.99,381.26,5.99,,0,33.73,184.04,1,palm,direct,-1.0000,-1.0000,high
218163.6402,0,381.26,5.99,381.26,5.99,,0,19.86,170.68,1,palm,direct,-1.0000,-1.0000,high
218163.6735,0,381.26,5.99,381.26,5.99,,0,45.82,191.14,1,palm,direct,-1.0000,-1.0000,high
218163.7069,0,381.26,5.99,381.26,5.99,,0,49.16,207.19,1,palm,direct,-1.0000,-1.0000,high
218163.7402,0,381.26,5.99,381.26,5.99,,0,10.85,185.03,1,palm,direct,-1.0000,-1.0000,high
218163.8069,0,381.26,5.99,381.26,5.99,,0,6.74,141.12,1,palm,direct,-1.0000,-1.0000,high
218163.8403,0,381.26,5.99,381.26,5.99,,0,11.44,143.64,1,palm,direct,-1.0000,-1.0000,high
218163.8736,0,381.26,5.99,381.26,5.99,,0,17.28,153.24,1,palm,direct,-1.0000,-1.0000,high
218163.9070,0,381.26,5.99,381.26,5.99,,0,11.45,149.73,1,palm,direct,-1.0000,-1.0000,high
218163.9403,0,381.26,5.99,381.26,5.99,,0,15.87,145.16,1,palm,direct,-1.0000,-1.0000,high
218163.9737,0,381.26,5.99,381.26,5.99,,0,14.11,147.29,1,palm,direct,-1.0000,-1.0000,high
